"RT","ISI","Trial","Participant","Session","Threshold","MedianComputed","Feedback","Feedback_N_Positive","Feedback_N_Negative"
0.517,346,1,"S005","S1",NA,517,"Positive",0,0
0.35,2006,2,"S005","S1",433,433,"Positive",1,0
0.35,204,3,"S005","S1",406,406,"Positive",2,0
0.3,929,4,"S005","S1",379,379,"Positive",3,0
0.3,970,5,"S005","S1",363,363,"Positive",4,0
0.283,545,6,"S005","S1",350,350,"Positive",5,0
0.266,1799,7,"S005","S1",338,338,"Positive",6,0
0.3,2725,8,"S005","S1",333,333,"Positive",7,0
0.3,2013,9,"S005","S1",330,330,"Positive",8,0
0.284,2759,10,"S005","S1",325,325,"Positive",9,0
0.317,1366,11,"S005","S1",324,324,"Positive",10,0
0.3,2709,12,"S005","S1",322,322,"Positive",11,0
0.317,1172,13,"S005","S1",322,322,"Positive",12,0
0.35,509,14,"S005","S1",324,324,"Positive",13,0
0.333,2614,15,"S005","S1",324,324,"Positive",14,0
0.316,504,16,"S005","S1",324,324,"Positive",15,0
0.317,1557,17,"S005","S1",323,323,"Positive",16,0
0.3,3287,18,"S005","S1",322,322,"Positive",17,0
0.417,206,19,"S005","S1",327,327,"Positive",18,0
0.3,3108,20,"S005","S1",326,326,"Positive",19,0
0.3,2685,21,"S005","S1",325,325,"Positive",20,0
0.317,2787,22,"S005","S1",324,324,"Positive",21,0
0.283,3247,23,"S005","S1",322,322,"Positive",22,0
0.417,550,24,"S005","S1",326,326,"Positive",23,0
0.317,1406,25,"S005","S1",326,326,"Positive",24,0
0.317,3117,26,"S005","S1",326,326,"Positive",25,0
0.333,2352,27,"S005","S1",326,326,"Positive",26,0
0.333,2951,28,"S005","S1",326,326,"Positive",27,0
0.3,2751,29,"S005","S1",325,325,"Positive",28,0
0.317,791,30,"S005","S1",325,325,"Positive",29,0
0.3,772,31,"S005","S1",324,324,"Positive",30,0
0.317,3404,32,"S005","S1",324,324,"Positive",31,0
0.3,1792,33,"S005","S1",323,323,"Positive",32,0
0.283,1326,34,"S005","S1",322,322,"Positive",33,0
0.3,2627,35,"S005","S1",321,321,"Positive",34,0
0.317,1919,36,"S005","S1",321,321,"Positive",35,0
0.367,619,37,"S005","S1",323,323,"Positive",36,0
0.333,1799,38,"S005","S1",323,323,"Positive",37,0
0.3,2555,39,"S005","S1",322,322,"Positive",38,0
0.283,2329,40,"S005","S1",321,321,"Positive",39,0
0.4,503,41,"S005","S1",323,323,"Positive",40,0
0.3,2927,42,"S005","S1",323,323,"Positive",41,0
0.3,1101,43,"S005","S1",322,322,"Positive",42,0
0.317,1143,44,"S005","S1",322,322,"Positive",43,0
0.333,459,45,"S005","S1",322,322,"Positive",44,0
0.3,1578,46,"S005","S1",322,322,"Positive",45,0
0.333,2299,47,"S005","S1",322,322,"Positive",46,0
0.334,2870,48,"S005","S1",322,322,"Positive",47,0
0.4,245,49,"S005","S1",324,324,"Positive",48,0
0.317,2618,50,"S005","S1",324,324,"Positive",49,0
0.3,925,51,"S005","S1",323,323,"Positive",50,0
0.333,779,52,"S005","S1",323,323,"Positive",51,0
0.3,2585,53,"S005","S1",323,323,"Positive",52,0
0.333,972,54,"S005","S1",323,323,"Positive",53,0
0.35,787,55,"S005","S1",324,324,"Positive",54,0
0.3,2170,56,"S005","S1",323,323,"Positive",55,0
0.3,2614,57,"S005","S1",323,323,"Positive",56,0
0.3,774,58,"S005","S1",322,322,"Positive",57,0
0.3,2625,59,"S005","S1",322,322,"Positive",58,0
0.4,241,60,"S005","S1",323,323,"Positive",59,0
0.35,323,61,"S005","S1",324,324,"Positive",60,0
0.317,831,62,"S005","S1",324,324,"Positive",61,0
0.283,1490,63,"S005","S1",323,323,"Positive",62,0
0.3,1474,64,"S005","S1",323,323,"Positive",63,0
0.283,3305,65,"S005","S1",322,322,"Positive",64,0
0.317,121,66,"S005","S1",322,322,"Positive",65,0
0.333,1721,67,"S005","S1",322,322,"Positive",66,0
0.333,626,68,"S005","S1",322,322,"Positive",67,0
0.333,594,69,"S005","S1",322,322,"Positive",68,0
0.3,3477,70,"S005","S1",322,322,"Positive",69,0
0.284,1136,71,"S005","S1",322,322,"Positive",70,0
0.283,1819,72,"S005","S1",321,321,"Positive",71,0
0.317,2975,73,"S005","S1",321,321,"Positive",72,0
0.3,2643,74,"S005","S1",321,321,"Positive",73,0
0.267,3352,75,"S005","S1",320,320,"Positive",74,0
0.283,1392,76,"S005","S1",320,320,"Positive",75,0
0.317,1353,77,"S005","S1",319,319,"Positive",76,0
0.283,3057,78,"S005","S1",319,319,"Positive",77,0
0.317,1555,79,"S005","S1",319,319,"Positive",78,0
0.3,1695,80,"S005","S1",319,319,"Positive",79,0
0.317,1355,81,"S005","S1",319,319,"Positive",80,0
0.283,3082,82,"S005","S1",318,318,"Positive",81,0
0.283,3233,83,"S005","S1",318,318,"Positive",82,0
0.333,593,84,"S005","S1",318,318,"Positive",83,0
0.3,2626,85,"S005","S1",318,318,"Positive",84,0
0.317,2071,86,"S005","S1",318,318,"Positive",85,0
0.3,2719,87,"S005","S1",318,318,"Positive",86,0
0.317,1291,88,"S005","S1",318,318,"Positive",87,0
0.317,3387,89,"S005","S1",318,318,"Positive",88,0
0.317,1799,90,"S005","S1",318,318,"Positive",89,0
0.417,316,91,"S005","S1",319,319,"Positive",90,0
0.367,187,92,"S005","S1",319,319,"Positive",91,0
0.317,3349,93,"S005","S1",319,319,"Positive",92,0
0.3,3130,94,"S005","S1",319,319,"Positive",93,0
0.317,740,95,"S005","S1",319,319,"Positive",94,0
0.3,3101,96,"S005","S1",319,319,"Positive",95,0
0.35,176,97,"S005","S1",319,319,"Positive",96,0
0.317,1994,98,"S005","S1",319,319,"Positive",97,0
0.417,168,99,"S005","S1",320,320,"Positive",98,0
0.283,1492,100,"S005","S1",320,320,"Positive",99,0
0.317,1540,101,"S005","S1",320,320,"Positive",100,0
0.283,148,102,"S005","S1",319,319,"Positive",101,0
0.283,3196,103,"S005","S1",319,319,"Positive",102,0
0.317,2788,104,"S005","S1",319,319,"Positive",103,0
0.3,2789,105,"S005","S1",319,319,"Positive",104,0
0.35,156,106,"S005","S1",319,319,"Positive",105,0
0.333,688,107,"S005","S1",319,319,"Positive",106,0
0.317,1706,108,"S005","S1",319,319,"Positive",107,0
0.3,2173,109,"S005","S1",319,319,"Positive",108,0
0.317,1746,110,"S005","S1",319,319,"Positive",109,0
0.3,2241,111,"S005","S1",319,319,"Positive",110,0
0.267,3234,112,"S005","S1",318,318,"Positive",111,0
0.35,787,113,"S005","S1",319,319,"Positive",112,0
0.3,1702,114,"S005","S1",318,318,"Positive",113,0
0.35,1566,115,"S005","S1",319,319,"Positive",114,0
0.283,1420,116,"S005","S1",318,318,"Positive",115,0
0.3,2493,117,"S005","S1",318,318,"Positive",116,0
0.316,3016,118,"S005","S1",318,318,"Positive",117,0
0.317,989,119,"S005","S1",318,318,"Positive",118,0
0.317,799,120,"S005","S1",318,318,"Positive",119,0
0.333,2721,1,"S005","S2",NA,333,"Positive",0,0
0.317,2117,2,"S005","S2",325,325,"Positive",1,0
0.333,1809,3,"S005","S2",328,328,"Positive",2,0
0.3,1394,4,"S005","S2",321,321,"Positive",3,0
0.283,2649,5,"S005","S2",313,313,"Positive",4,0
0.267,1892,6,"S005","S2",306,306,"Positive",5,0
0.3,2473,7,"S005","S2",305,305,"Positive",6,0
0.367,1541,8,"S005","S2",312,312,"Positive",7,0
0.316,2922,9,"S005","S2",313,313,"Positive",8,0
0.317,3207,10,"S005","S2",313,313,"Positive",9,0
0.35,464,11,"S005","S2",317,317,"Positive",10,0
0.3,1750,12,"S005","S2",315,315,"Positive",11,0
0.317,1205,13,"S005","S2",315,315,"Positive",12,0
0.317,2263,14,"S005","S2",315,315,"Positive",13,0
0.283,3000,15,"S005","S2",313,313,"Positive",14,0
0.333,317,16,"S005","S2",315,315,"Positive",15,0
0.316,1738,17,"S005","S2",315,315,"Positive",16,0
0.284,2208,18,"S005","S2",313,313,"Positive",17,0
0.3,2924,19,"S005","S2",312,312,"Positive",18,0
0.3,2071,20,"S005","S2",312,312,"Positive",19,0
0.367,738,21,"S005","S2",314,314,"Positive",20,0
0.433,104,22,"S005","S2",320,320,"Positive",21,0
0.284,3061,23,"S005","S2",318,318,"Positive",22,0
0.3,1872,24,"S005","S2",317,317,"Positive",23,0
0.333,999,25,"S005","S2",318,318,"Positive",24,0
0.35,1522,26,"S005","S2",319,319,"Positive",25,0
0.3,2227,27,"S005","S2",319,319,"Positive",26,0
0.267,2854,28,"S005","S2",317,317,"Positive",27,0
0.3,3358,29,"S005","S2",316,316,"Positive",28,0
0.317,1073,30,"S005","S2",316,316,"Positive",29,0
0.367,826,31,"S005","S2",318,318,"Positive",30,0
0.3,1694,32,"S005","S2",317,317,"Positive",31,0
0.3,2512,33,"S005","S2",317,317,"Positive",32,0
0.283,3097,34,"S005","S2",316,316,"Positive",33,0
0.283,3267,35,"S005","S2",315,315,"Positive",34,0
0.317,947,36,"S005","S2",315,315,"Positive",35,0
0.35,2586,37,"S005","S2",316,316,"Positive",36,0
0.383,287,38,"S005","S2",318,318,"Positive",37,0
0.3,877,39,"S005","S2",317,317,"Positive",38,0
0.3,2649,40,"S005","S2",317,317,"Positive",39,0
0.317,1099,41,"S005","S2",317,317,"Positive",40,0
0.333,976,42,"S005","S2",317,317,"Positive",41,0
0.317,3479,43,"S005","S2",317,317,"Positive",42,0
0.3,1688,44,"S005","S2",317,317,"Positive",43,0
0.3,2666,45,"S005","S2",316,316,"Positive",44,0
0.3,3469,46,"S005","S2",316,316,"Positive",45,0
0.367,1127,47,"S005","S2",317,317,"Positive",46,0
0.317,999,48,"S005","S2",317,317,"Positive",47,0
0.35,1138,49,"S005","S2",318,318,"Positive",48,0
0.45,548,50,"S005","S2",320,320,"Positive",49,0
0.317,1024,51,"S005","S2",320,320,"Positive",50,0
0.317,2382,52,"S005","S2",320,320,"Positive",51,0
0.317,707,53,"S005","S2",320,320,"Positive",52,0
0.266,3416,54,"S005","S2",319,319,"Positive",53,0
0.3,3156,55,"S005","S2",319,319,"Positive",54,0
0.35,2176,56,"S005","S2",319,319,"Positive",55,0
0.3,3012,57,"S005","S2",319,319,"Positive",56,0
0.333,1616,58,"S005","S2",319,319,"Positive",57,0
0.283,1360,59,"S005","S2",319,319,"Positive",58,0
0.3,1878,60,"S005","S2",318,318,"Positive",59,0
0.35,396,61,"S005","S2",319,319,"Positive",60,0
0.3,818,62,"S005","S2",319,319,"Positive",61,0
0.333,2929,63,"S005","S2",319,319,"Positive",62,0
0.317,3300,64,"S005","S2",319,319,"Positive",63,0
0.283,1835,65,"S005","S2",318,318,"Positive",64,0
0.3,2959,66,"S005","S2",318,318,"Positive",65,0
0.317,1911,67,"S005","S2",318,318,"Positive",66,0
0.333,1432,68,"S005","S2",318,318,"Positive",67,0
0.283,3084,69,"S005","S2",318,318,"Positive",68,0
0.333,2999,70,"S005","S2",318,318,"Positive",69,0
0.317,3164,71,"S005","S2",318,318,"Positive",70,0
0.317,3260,72,"S005","S2",318,318,"Positive",71,0
0.417,2853,73,"S005","S2",319,319,"Positive",72,0
0.3,3480,74,"S005","S2",319,319,"Positive",73,0
0.317,2326,75,"S005","S2",319,319,"Positive",74,0
0.35,1743,76,"S005","S2",319,319,"Positive",75,0
0.4,365,77,"S005","S2",320,320,"Positive",76,0
0.367,236,78,"S005","S2",321,321,"Positive",77,0
0.333,1278,79,"S005","S2",321,321,"Positive",78,0
0.317,1080,80,"S005","S2",321,321,"Positive",79,0
0.316,2419,81,"S005","S2",321,321,"Positive",80,0
0.417,541,82,"S005","S2",322,322,"Positive",81,0
0.3,1913,83,"S005","S2",322,322,"Positive",82,0
0.283,1106,84,"S005","S2",321,321,"Positive",83,0
0.267,3411,85,"S005","S2",321,321,"Positive",84,0
0.283,3074,86,"S005","S2",320,320,"Positive",85,0
0.284,2650,87,"S005","S2",320,320,"Positive",86,0
0.35,1764,88,"S005","S2",320,320,"Positive",87,0
0.317,1646,89,"S005","S2",320,320,"Positive",88,0
0.283,2855,90,"S005","S2",320,320,"Positive",89,0
0.3,2885,91,"S005","S2",320,320,"Positive",90,0
0.316,1529,92,"S005","S2",320,320,"Positive",91,0
0.383,624,93,"S005","S2",320,320,"Positive",92,0
0.4,1043,94,"S005","S2",321,321,"Positive",93,0
0.3,2598,95,"S005","S2",321,321,"Positive",94,0
0.317,2975,96,"S005","S2",321,321,"Positive",95,0
0.383,243,97,"S005","S2",321,321,"Positive",96,0
0.433,1150,98,"S005","S2",323,323,"Positive",97,0
0.35,423,99,"S005","S2",323,323,"Positive",98,0
0.3,1902,100,"S005","S2",323,323,"Positive",99,0
0.317,840,101,"S005","S2",323,323,"Positive",100,0
0.333,920,102,"S005","S2",323,323,"Positive",101,0
0.316,2812,103,"S005","S2",323,323,"Positive",102,0
0.35,1664,104,"S005","S2",323,323,"Positive",103,0
0.316,2529,105,"S005","S2",323,323,"Positive",104,0
0.333,2111,106,"S005","S2",323,323,"Positive",105,0
0.3,3134,107,"S005","S2",323,323,"Positive",106,0
0.3,1699,108,"S005","S2",323,323,"Positive",107,0
0.3,1764,109,"S005","S2",322,322,"Positive",108,0
0.317,3392,110,"S005","S2",322,322,"Positive",109,0
0.3,2709,111,"S005","S2",322,322,"Positive",110,0
0.417,254,112,"S005","S2",323,323,"Positive",111,0
0.367,846,113,"S005","S2",323,323,"Positive",112,0
0.467,839,114,"S005","S2",325,325,"Positive",113,0
0.333,1620,115,"S005","S2",325,325,"Positive",114,0
0.317,1038,116,"S005","S2",325,325,"Positive",115,0
0.333,975,117,"S005","S2",325,325,"Positive",116,0
0.4,338,118,"S005","S2",325,325,"Positive",117,0
0.333,1189,119,"S005","S2",325,325,"Positive",118,0
0.35,441,120,"S005","S2",326,326,"Positive",119,0
0.517,2875,1,"S007","S1",NA,517,"Positive",0,0
0.317,1682,2,"S007","S1",417,417,"Positive",1,0
0.283,862,3,"S007","S1",372,372,"Positive",2,0
0.283,2733,4,"S007","S1",350,350,"Positive",3,0
0.267,1160,5,"S007","S1",333,333,"Positive",4,0
0.25,2666,6,"S007","S1",319,319,"Positive",5,0
0.3,3201,7,"S007","S1",317,317,"Positive",6,0
0.35,2717,8,"S007","S1",321,321,"Positive",7,0
0.317,2051,9,"S007","S1",320,320,"Positive",8,0
0.267,1290,10,"S007","S1",315,315,"Positive",9,0
0.283,631,11,"S007","S1",312,312,"Positive",10,0
0.4,1503,12,"S007","S1",319,319,"Positive",11,0
0.35,1433,13,"S007","S1",322,322,"Positive",12,0
0.3,1979,14,"S007","S1",320,320,"Positive",13,0
0.267,797,15,"S007","S1",317,317,"Positive",14,0
0.3,2966,16,"S007","S1",316,316,"Positive",15,0
0.283,1460,17,"S007","S1",314,314,"Positive",16,0
0.267,2323,18,"S007","S1",311,311,"Positive",17,0
0.25,3479,19,"S007","S1",308,308,"Positive",18,0
0.25,2661,20,"S007","S1",305,305,"Positive",19,0
0.3,1482,21,"S007","S1",305,305,"Positive",20,0
0.283,1724,22,"S007","S1",304,304,"Positive",21,0
0.267,3500,23,"S007","S1",302,302,"Positive",22,0
0.283,1042,24,"S007","S1",301,301,"Positive",23,0
0.25,1209,25,"S007","S1",299,299,"Positive",24,0
0.317,1716,27,"S007","S1",290,290,"Positive",26,0
0.25,2732,28,"S007","S1",288,288,"Positive",27,0
0.367,158,29,"S007","S1",291,291,"Positive",28,0
0.283,3297,30,"S007","S1",291,291,"Positive",29,0
0.267,2921,31,"S007","S1",290,290,"Positive",30,0
0.317,977,32,"S007","S1",291,291,"Positive",31,0
0.433,312,33,"S007","S1",295,295,"Positive",32,0
0.4,3232,34,"S007","S1",298,298,"Positive",33,0
0.317,663,35,"S007","S1",299,299,"Positive",34,0
0.3,626,36,"S007","S1",299,299,"Positive",35,0
0.383,1875,37,"S007","S1",301,301,"Positive",36,0
0.617,688,38,"S007","S1",309,309,"Positive",37,0
0.3,2808,39,"S007","S1",309,309,"Positive",38,0
0.267,1105,40,"S007","S1",308,308,"Positive",39,0
0.317,616,41,"S007","S1",308,308,"Positive",40,0
0.3,1078,42,"S007","S1",308,308,"Positive",41,0
0.267,1131,43,"S007","S1",307,307,"Positive",42,0
0.25,2249,44,"S007","S1",306,306,"Positive",43,0
0.25,2898,45,"S007","S1",304,304,"Positive",44,0
0.25,2406,46,"S007","S1",303,303,"Positive",45,0
0.283,3369,47,"S007","S1",303,303,"Positive",46,0
0.45,133,48,"S007","S1",306,306,"Positive",47,0
0.283,2325,49,"S007","S1",305,305,"Positive",48,0
0.283,3443,50,"S007","S1",305,305,"Positive",49,0
0.283,1714,51,"S007","S1",305,305,"Positive",50,0
0.267,1286,52,"S007","S1",304,304,"Positive",51,0
0.283,265,53,"S007","S1",303,303,"Positive",52,0
0.3,2507,54,"S007","S1",303,303,"Positive",53,0
0.3,2314,55,"S007","S1",303,303,"Positive",54,0
0.267,3371,56,"S007","S1",303,303,"Positive",55,0
0.316,1966,57,"S007","S1",303,303,"Positive",56,0
0.283,1081,58,"S007","S1",303,303,"Positive",57,0
0.317,2551,59,"S007","S1",303,303,"Positive",58,0
0.333,3121,60,"S007","S1",303,303,"Positive",59,0
0.317,1051,61,"S007","S1",304,304,"Positive",60,0
0.3,3041,62,"S007","S1",303,303,"Positive",61,0
0.333,1404,63,"S007","S1",304,304,"Positive",62,0
0.55,1232,64,"S007","S1",308,308,"Positive",63,0
0.3,1197,65,"S007","S1",308,308,"Positive",64,0
0.283,2427,66,"S007","S1",307,307,"Positive",65,0
0.3,1053,67,"S007","S1",307,307,"Positive",66,0
0.3,567,68,"S007","S1",307,307,"Positive",67,0
0.25,1753,69,"S007","S1",306,306,"Positive",68,0
0.25,2455,70,"S007","S1",305,305,"Positive",69,0
0.283,2728,71,"S007","S1",305,305,"Positive",70,0
0.35,119,72,"S007","S1",306,306,"Positive",71,0
0.333,1031,73,"S007","S1",306,306,"Positive",72,0
0.283,2779,74,"S007","S1",306,306,"Positive",73,0
0.3,1663,75,"S007","S1",306,306,"Positive",74,0
0.283,3429,76,"S007","S1",305,305,"Positive",75,0
0.4,225,77,"S007","S1",307,307,"Positive",76,0
0.283,1861,78,"S007","S1",306,306,"Positive",77,0
0.317,3012,79,"S007","S1",307,307,"Positive",78,0
0.267,1935,80,"S007","S1",306,306,"Positive",79,0
0.283,953,81,"S007","S1",306,306,"Positive",80,0
0.283,267,82,"S007","S1",305,305,"Positive",81,0
0.267,2389,83,"S007","S1",305,305,"Positive",82,0
0.25,1939,84,"S007","S1",304,304,"Positive",83,0
0.283,620,85,"S007","S1",304,304,"Positive",84,0
0.25,1628,86,"S007","S1",303,303,"Positive",85,0
0.233,1142,87,"S007","S1",303,303,"Positive",86,0
0.3,839,88,"S007","S1",303,303,"Positive",87,0
0.383,146,89,"S007","S1",304,304,"Positive",88,0
0.3,1675,90,"S007","S1",304,304,"Positive",89,0
0.233,1947,91,"S007","S1",303,303,"Positive",90,0
0.3,2837,92,"S007","S1",303,303,"Positive",91,0
0.3,2360,93,"S007","S1",303,303,"Positive",92,0
0.383,1088,94,"S007","S1",304,304,"Positive",93,0
0.25,3467,95,"S007","S1",303,303,"Positive",94,0
0.267,1327,96,"S007","S1",303,303,"Positive",95,0
0.267,2885,97,"S007","S1",302,302,"Positive",96,0
0.317,472,98,"S007","S1",302,302,"Positive",97,0
0.317,705,99,"S007","S1",303,303,"Positive",98,0
0.3,327,100,"S007","S1",303,303,"Positive",99,0
0.267,2097,101,"S007","S1",302,302,"Positive",100,0
0.267,2519,102,"S007","S1",302,302,"Positive",101,0
0.267,1552,103,"S007","S1",301,301,"Positive",102,0
0.25,1894,104,"S007","S1",301,301,"Positive",103,0
0.267,2991,105,"S007","S1",301,301,"Positive",104,0
0.3,1818,106,"S007","S1",301,301,"Positive",105,0
0.3,665,107,"S007","S1",301,301,"Positive",106,0
0.283,3200,108,"S007","S1",300,300,"Positive",107,0
0.317,1593,109,"S007","S1",301,301,"Positive",108,0
0.45,708,110,"S007","S1",302,302,"Positive",109,0
0.317,1267,111,"S007","S1",302,302,"Positive",110,0
0.283,3257,112,"S007","S1",302,302,"Positive",111,0
0.283,2150,113,"S007","S1",302,302,"Positive",112,0
0.283,1643,114,"S007","S1",302,302,"Positive",113,0
0.3,407,115,"S007","S1",302,302,"Positive",114,0
0.267,1282,116,"S007","S1",301,301,"Positive",115,0
0.3,2560,117,"S007","S1",301,301,"Positive",116,0
0.3,1182,118,"S007","S1",301,301,"Positive",117,0
0.267,1944,119,"S007","S1",301,301,"Positive",118,0
0.367,2554,120,"S007","S1",302,302,"Positive",119,0
0.317,1487,1,"S007","S2",NA,317,"Positive",0,0
0.267,3030,2,"S007","S2",292,292,"Positive",1,0
0.316,677,3,"S007","S2",300,300,"Positive",2,0
0.25,2322,4,"S007","S2",287,287,"Positive",3,0
0.267,1777,5,"S007","S2",283,283,"Positive",4,0
0.25,726,6,"S007","S2",278,278,"Positive",5,0
0.283,3030,7,"S007","S2",279,279,"Positive",6,0
0.35,127,8,"S007","S2",287,287,"Positive",7,0
0.333,708,9,"S007","S2",293,293,"Positive",8,0
0.283,293,10,"S007","S2",292,292,"Positive",9,0
0.283,3106,11,"S007","S2",291,291,"Positive",10,0
0.267,1649,12,"S007","S2",289,289,"Positive",11,0
0.267,2614,13,"S007","S2",287,287,"Positive",12,0
0.317,392,14,"S007","S2",289,289,"Positive",13,0
0.333,1224,15,"S007","S2",292,292,"Positive",14,0
0.25,2670,16,"S007","S2",290,290,"Positive",15,0
0.35,210,17,"S007","S2",293,293,"Positive",16,0
0.25,2740,18,"S007","S2",291,291,"Positive",17,0
0.25,2134,19,"S007","S2",289,289,"Positive",18,0
0.3,772,20,"S007","S2",289,289,"Positive",19,0
0.283,2008,21,"S007","S2",289,289,"Positive",20,0
0.283,896,22,"S007","S2",289,289,"Positive",21,0
0.283,2237,23,"S007","S2",288,288,"Positive",22,0
0.283,1190,24,"S007","S2",288,288,"Positive",23,0
0.283,1436,25,"S007","S2",288,288,"Positive",24,0
0.283,2243,26,"S007","S2",288,288,"Positive",25,0
0.266,3407,27,"S007","S2",287,287,"Positive",26,0
0.3,360,28,"S007","S2",287,287,"Positive",27,0
0.284,1414,29,"S007","S2",287,287,"Positive",28,0
0.267,1425,30,"S007","S2",287,287,"Positive",29,0
0.267,2081,31,"S007","S2",286,286,"Positive",30,0
0.266,3056,32,"S007","S2",285,285,"Positive",31,0
0.333,775,33,"S007","S2",287,287,"Positive",32,0
0.3,2411,34,"S007","S2",287,287,"Positive",33,0
0.4,595,35,"S007","S2",290,290,"Positive",34,0
0.3,665,36,"S007","S2",291,291,"Positive",35,0
0.3,3029,37,"S007","S2",291,291,"Positive",36,0
0.267,2943,38,"S007","S2",290,290,"Positive",37,0
0.283,2182,39,"S007","S2",290,290,"Positive",38,0
0.55,300,40,"S007","S2",297,297,"Positive",39,0
0.3,1334,41,"S007","S2",297,297,"Positive",40,0
0.317,3282,42,"S007","S2",297,297,"Positive",41,0
0.267,2756,43,"S007","S2",297,297,"Positive",42,0
0.283,3064,45,"S007","S2",310,310,"Positive",44,0
0.283,931,46,"S007","S2",309,309,"Positive",45,0
0.267,2375,47,"S007","S2",308,308,"Positive",46,0
0.3,849,48,"S007","S2",308,308,"Positive",47,0
0.267,920,49,"S007","S2",307,307,"Positive",48,0
0.267,3249,50,"S007","S2",306,306,"Positive",49,0
0.25,2824,51,"S007","S2",305,305,"Positive",50,0
0.3,730,52,"S007","S2",305,305,"Positive",51,0
0.267,2558,53,"S007","S2",304,304,"Positive",52,0
0.3,326,54,"S007","S2",304,304,"Positive",53,0
0.283,732,55,"S007","S2",304,304,"Positive",54,0
0.25,3198,56,"S007","S2",303,303,"Positive",55,0
0.317,1286,57,"S007","S2",303,303,"Positive",56,0
0.35,349,58,"S007","S2",304,304,"Positive",57,0
0.283,1313,59,"S007","S2",304,304,"Positive",58,0
0.317,2792,60,"S007","S2",304,304,"Positive",59,0
0.267,2638,61,"S007","S2",303,303,"Positive",60,0
0.3,2991,62,"S007","S2",303,303,"Positive",61,0
0.317,3316,63,"S007","S2",303,303,"Positive",62,0
0.283,3192,64,"S007","S2",303,303,"Positive",63,0
0.283,1427,65,"S007","S2",303,303,"Positive",64,0
0.3,352,66,"S007","S2",303,303,"Positive",65,0
0.367,2755,67,"S007","S2",304,304,"Positive",66,0
0.333,1343,68,"S007","S2",304,304,"Positive",67,0
0.35,127,69,"S007","S2",305,305,"Positive",68,0
0.383,2683,70,"S007","S2",306,306,"Positive",69,0
0.317,3121,71,"S007","S2",306,306,"Positive",70,0
0.316,335,72,"S007","S2",306,306,"Positive",71,0
0.434,1153,73,"S007","S2",308,308,"Positive",72,0
0.283,1371,74,"S007","S2",308,308,"Positive",73,0
0.283,389,75,"S007","S2",307,307,"Positive",74,0
0.3,186,76,"S007","S2",307,307,"Positive",75,0
0.266,1181,77,"S007","S2",307,307,"Positive",76,0
0.25,1211,78,"S007","S2",306,306,"Positive",77,0
0.25,1485,79,"S007","S2",305,305,"Positive",78,0
0.267,2520,80,"S007","S2",305,305,"Positive",79,0
0.3,609,81,"S007","S2",305,305,"Positive",80,0
0.267,875,82,"S007","S2",304,304,"Positive",81,0
0.267,2958,83,"S007","S2",304,304,"Positive",82,0
0.317,3196,84,"S007","S2",304,304,"Positive",83,0
0.433,587,85,"S007","S2",305,305,"Positive",84,0
0.284,1652,86,"S007","S2",305,305,"Positive",85,0
0.267,1938,87,"S007","S2",305,305,"Positive",86,0
0.3,172,88,"S007","S2",305,305,"Positive",87,0
0.3,3276,89,"S007","S2",305,305,"Positive",88,0
0.283,1941,90,"S007","S2",304,304,"Positive",89,0
0.267,2774,91,"S007","S2",304,304,"Positive",90,0
0.317,1390,92,"S007","S2",304,304,"Positive",91,0
0.333,153,93,"S007","S2",304,304,"Positive",92,0
0.283,3303,94,"S007","S2",304,304,"Positive",93,0
0.3,457,95,"S007","S2",304,304,"Positive",94,0
0.3,3386,96,"S007","S2",304,304,"Positive",95,0
0.3,635,97,"S007","S2",304,304,"Positive",96,0
0.333,2999,98,"S007","S2",304,304,"Positive",97,0
0.317,3423,99,"S007","S2",305,305,"Positive",98,0
0.317,3500,100,"S007","S2",305,305,"Positive",99,0
0.267,3015,101,"S007","S2",304,304,"Positive",100,0
0.3,2317,102,"S007","S2",304,304,"Positive",101,0
0.283,1911,103,"S007","S2",304,304,"Positive",102,0
0.267,1458,104,"S007","S2",304,304,"Positive",103,0
0.267,1041,105,"S007","S2",303,303,"Positive",104,0
0.25,844,106,"S007","S2",303,303,"Positive",105,0
0.3,748,107,"S007","S2",303,303,"Positive",106,0
0.284,1305,108,"S007","S2",303,303,"Positive",107,0
0.267,1596,109,"S007","S2",302,302,"Positive",108,0
0.267,3085,110,"S007","S2",302,302,"Positive",109,0
0.267,3491,111,"S007","S2",302,302,"Positive",110,0
0.317,1186,112,"S007","S2",302,302,"Positive",111,0
0.317,3261,113,"S007","S2",302,302,"Positive",112,0
0.283,2318,114,"S007","S2",302,302,"Positive",113,0
0.267,3213,115,"S007","S2",301,301,"Positive",114,0
0.283,1896,116,"S007","S2",301,301,"Positive",115,0
0.267,3105,117,"S007","S2",301,301,"Positive",116,0
0.367,979,118,"S007","S2",302,302,"Positive",117,0
0.35,3278,119,"S007","S2",302,302,"Positive",118,0
0.3,1158,120,"S007","S2",302,302,"Positive",119,0
0.35,3207,1,"S003","S1",NA,350,"Positive",0,0
0.333,1297,2,"S003","S1",342,342,"Positive",1,0
0.3,1985,3,"S003","S1",328,328,"Positive",2,0
0.283,2730,4,"S003","S1",317,317,"Positive",3,0
0.283,1305,5,"S003","S1",310,310,"Positive",4,0
0.267,2926,6,"S003","S1",303,303,"Positive",5,0
0.267,1315,7,"S003","S1",298,298,"Positive",6,0
