"RT","ISI","Trial","Participant","Session","Threshold","MedianComputed","Feedback","Feedback_N_Positive","Feedback_N_Negative"
0.383,3399,8,"S003","S1",308,308,"Positive",7,0
0.333,784,9,"S003","S1",311,311,"Positive",8,0
0.35,1187,10,"S003","S1",315,315,"Positive",9,0
0.667,1088,11,"S003","S1",347,347,"Positive",10,0
0.284,3461,13,"S003","S1",386,386,"Positive",12,0
0.3,3138,14,"S003","S1",380,380,"Positive",13,0
0.4,1310,15,"S003","S1",381,381,"Positive",14,0
0.35,2062,16,"S003","S1",379,379,"Positive",15,0
0.4,220,17,"S003","S1",380,380,"Positive",16,0
0.35,1335,18,"S003","S1",379,379,"Positive",17,0
0.333,1125,19,"S003","S1",376,376,"Positive",18,0
0.483,2560,20,"S003","S1",382,382,"Positive",19,0
0.45,556,22,"S003","S1",420,420,"Positive",21,0
0.3,915,23,"S003","S1",414,414,"Positive",22,0
0.283,3209,24,"S003","S1",409,409,"Positive",23,0
0.333,939,25,"S003","S1",406,406,"Positive",24,0
0.3,1592,26,"S003","S1",402,402,"Positive",25,0
0.334,310,27,"S003","S1",399,399,"Positive",26,0
0.283,254,28,"S003","S1",395,395,"Positive",27,0
0.267,130,29,"S003","S1",391,391,"Positive",28,0
0.283,2457,30,"S003","S1",387,387,"Positive",29,0
0.267,202,31,"S003","S1",383,383,"Positive",30,0
0.284,356,32,"S003","S1",380,380,"Positive",31,0
0.283,2322,33,"S003","S1",377,377,"Positive",32,0
0.3,1061,34,"S003","S1",375,375,"Positive",33,0
0.35,3024,35,"S003","S1",374,374,"Positive",34,0
0.417,490,36,"S003","S1",375,375,"Positive",35,0
0.283,922,37,"S003","S1",373,373,"Positive",36,0
0.317,904,38,"S003","S1",372,372,"Positive",37,0
0.3,1575,39,"S003","S1",370,370,"Positive",38,0
0.317,630,40,"S003","S1",368,368,"Positive",39,0
0.25,2521,41,"S003","S1",365,365,"Positive",40,0
0.283,3496,42,"S003","S1",363,363,"Positive",41,0
0.283,1672,43,"S003","S1",362,362,"Positive",42,0
0.3,2674,44,"S003","S1",360,360,"Positive",43,0
0.317,3010,45,"S003","S1",359,359,"Positive",44,0
0.3,2714,46,"S003","S1",358,358,"Positive",45,0
0.35,473,47,"S003","S1",358,358,"Positive",46,0
0.317,653,48,"S003","S1",357,357,"Positive",47,0
0.333,2360,49,"S003","S1",356,356,"Positive",48,0
0.3,690,50,"S003","S1",355,355,"Positive",49,0
0.267,255,51,"S003","S1",354,354,"Positive",50,0
0.283,2392,52,"S003","S1",352,352,"Positive",51,0
0.283,708,53,"S003","S1",351,351,"Positive",52,0
0.317,2780,54,"S003","S1",350,350,"Positive",53,0
0.317,2916,55,"S003","S1",350,350,"Positive",54,0
0.317,2729,56,"S003","S1",349,349,"Positive",55,0
0.367,300,57,"S003","S1",349,349,"Positive",56,0
0.283,3381,58,"S003","S1",348,348,"Positive",57,0
0.283,1411,59,"S003","S1",347,347,"Positive",58,0
0.333,221,60,"S003","S1",347,347,"Positive",59,0
0.3,2908,61,"S003","S1",346,346,"Positive",60,0
0.3,666,62,"S003","S1",345,345,"Positive",61,0
0.333,758,63,"S003","S1",345,345,"Positive",62,0
0.3,1276,64,"S003","S1",345,345,"Positive",63,0
0.317,128,65,"S003","S1",344,344,"Positive",64,0
0.317,220,66,"S003","S1",344,344,"Positive",65,0
0.3,722,67,"S003","S1",343,343,"Positive",66,0
0.283,1883,68,"S003","S1",342,342,"Positive",67,0
0.317,2114,69,"S003","S1",342,342,"Positive",68,0
0.367,210,70,"S003","S1",342,342,"Positive",69,0
0.333,3073,71,"S003","S1",342,342,"Positive",70,0
0.333,1469,72,"S003","S1",342,342,"Positive",71,0
0.3,3151,73,"S003","S1",341,341,"Positive",72,0
0.283,2393,74,"S003","S1",341,341,"Positive",73,0
0.317,2789,75,"S003","S1",340,340,"Positive",74,0
0.333,2742,76,"S003","S1",340,340,"Positive",75,0
0.383,1136,77,"S003","S1",341,341,"Positive",76,0
0.283,1361,78,"S003","S1",340,340,"Positive",77,0
0.3,648,79,"S003","S1",339,339,"Positive",78,0
0.3,2368,80,"S003","S1",339,339,"Positive",79,0
0.317,1344,81,"S003","S1",339,339,"Positive",80,0
0.35,3276,82,"S003","S1",339,339,"Positive",81,0
0.3,2253,83,"S003","S1",338,338,"Positive",82,0
0.283,2855,84,"S003","S1",338,338,"Positive",83,0
0.283,428,85,"S003","S1",337,337,"Positive",84,0
0.3,1087,86,"S003","S1",337,337,"Positive",85,0
0.267,1183,87,"S003","S1",336,336,"Positive",86,0
0.317,1191,88,"S003","S1",336,336,"Positive",87,0
0.283,1086,89,"S003","S1",335,335,"Positive",88,0
0.3,3191,90,"S003","S1",335,335,"Positive",89,0
0.317,3273,91,"S003","S1",334,334,"Positive",90,0
0.35,3012,92,"S003","S1",335,335,"Positive",91,0
0.317,1023,93,"S003","S1",334,334,"Positive",92,0
0.317,104,94,"S003","S1",334,334,"Positive",93,0
0.317,2358,95,"S003","S1",334,334,"Positive",94,0
0.333,3457,96,"S003","S1",334,334,"Positive",95,0
0.4,3491,97,"S003","S1",335,335,"Positive",96,0
0.367,3439,98,"S003","S1",335,335,"Positive",97,0
0.383,356,99,"S003","S1",336,336,"Positive",98,0
0.3,224,100,"S003","S1",335,335,"Positive",99,0
0.333,2016,101,"S003","S1",335,335,"Positive",100,0
0.3,3493,102,"S003","S1",335,335,"Positive",101,0
0.3,1348,103,"S003","S1",334,334,"Positive",102,0
0.334,604,104,"S003","S1",334,334,"Positive",103,0
0.35,1076,105,"S003","S1",335,335,"Positive",104,0
0.317,2649,106,"S003","S1",334,334,"Positive",105,0
0.283,1961,107,"S003","S1",334,334,"Positive",106,0
0.283,1234,108,"S003","S1",333,333,"Positive",107,0
0.3,2176,109,"S003","S1",333,333,"Positive",108,0
0.367,1970,110,"S003","S1",333,333,"Positive",109,0
0.317,1505,111,"S003","S1",333,333,"Positive",110,0
0.317,201,112,"S003","S1",333,333,"Positive",111,0
0.317,214,113,"S003","S1",333,333,"Positive",112,0
0.317,2886,114,"S003","S1",333,333,"Positive",113,0
0.317,2673,115,"S003","S1",333,333,"Positive",114,0
0.283,3021,116,"S003","S1",332,332,"Positive",115,0
0.3,2750,117,"S003","S1",332,332,"Positive",116,0
0.3,1439,118,"S003","S1",332,332,"Positive",117,0
0.367,3387,119,"S003","S1",332,332,"Positive",118,0
0.333,778,120,"S003","S1",332,332,"Positive",119,0
0.317,2000,1,"S003","S2",NA,317,"Positive",0,0
0.283,457,2,"S003","S2",300,300,"Positive",1,0
0.3,3211,3,"S003","S2",300,300,"Positive",2,0
0.333,445,4,"S003","S2",308,308,"Positive",3,0
0.283,1898,5,"S003","S2",303,303,"Positive",4,0
0.284,1844,6,"S003","S2",300,300,"Positive",5,0
0.3,728,7,"S003","S2",300,300,"Positive",6,0
0.283,3323,8,"S003","S2",298,298,"Positive",7,0
0.317,2745,9,"S003","S2",300,300,"Positive",8,0
0.283,2582,10,"S003","S2",298,298,"Positive",9,0
0.283,3439,11,"S003","S2",297,297,"Positive",10,0
0.283,1146,12,"S003","S2",296,296,"Positive",11,0
0.3,3402,13,"S003","S2",296,296,"Positive",12,0
0.284,2365,14,"S003","S2",295,295,"Positive",13,0
0.283,1739,15,"S003","S2",294,294,"Positive",14,0
0.316,2220,16,"S003","S2",296,296,"Positive",15,0
0.317,289,17,"S003","S2",297,297,"Positive",16,0
0.283,775,18,"S003","S2",296,296,"Positive",17,0
0.3,1798,19,"S003","S2",296,296,"Positive",18,0
0.266,1943,20,"S003","S2",295,295,"Positive",19,0
0.283,723,21,"S003","S2",294,294,"Positive",20,0
0.3,2994,22,"S003","S2",295,295,"Positive",21,0
0.283,1950,23,"S003","S2",294,294,"Positive",22,0
0.283,309,24,"S003","S2",294,294,"Positive",23,0
0.283,1743,25,"S003","S2",293,293,"Positive",24,0
0.267,3389,26,"S003","S2",292,292,"Positive",25,0
0.417,1105,27,"S003","S2",297,297,"Positive",26,0
0.283,2659,28,"S003","S2",296,296,"Positive",27,0
0.317,3425,29,"S003","S2",297,297,"Positive",28,0
0.35,1791,30,"S003","S2",299,299,"Positive",29,0
0.3,2553,31,"S003","S2",299,299,"Positive",30,0
0.317,3215,32,"S003","S2",299,299,"Positive",31,0
0.383,855,33,"S003","S2",302,302,"Positive",32,0
0.283,1353,34,"S003","S2",301,301,"Positive",33,0
0.283,2818,35,"S003","S2",301,301,"Positive",34,0
0.283,578,36,"S003","S2",300,300,"Positive",35,0
0.35,2651,37,"S003","S2",302,302,"Positive",36,0
0.283,1655,38,"S003","S2",301,301,"Positive",37,0
0.317,3119,39,"S003","S2",302,302,"Positive",38,0
0.333,3500,40,"S003","S2",303,303,"Positive",39,0
0.517,146,41,"S003","S2",308,308,"Positive",40,0
0.333,2567,42,"S003","S2",308,308,"Positive",41,0
0.366,195,43,"S003","S2",310,310,"Positive",42,0
0.3,1704,44,"S003","S2",309,309,"Positive",43,0
0.283,1192,45,"S003","S2",309,309,"Positive",44,0
0.283,2678,46,"S003","S2",308,308,"Positive",45,0
0.3,1886,47,"S003","S2",308,308,"Positive",46,0
0.283,1328,48,"S003","S2",308,308,"Positive",47,0
0.267,2405,49,"S003","S2",307,307,"Positive",48,0
0.25,2628,50,"S003","S2",306,306,"Positive",49,0
0.3,797,51,"S003","S2",306,306,"Positive",50,0
0.283,1699,52,"S003","S2",305,305,"Positive",51,0
0.283,1858,53,"S003","S2",305,305,"Positive",52,0
0.333,491,54,"S003","S2",305,305,"Positive",53,0
0.3,900,55,"S003","S2",305,305,"Positive",54,0
0.283,1769,56,"S003","S2",305,305,"Positive",55,0
0.3,1321,57,"S003","S2",305,305,"Positive",56,0
0.283,2605,58,"S003","S2",304,304,"Positive",57,0
0.3,3070,59,"S003","S2",304,304,"Positive",58,0
0.367,1378,60,"S003","S2",305,305,"Positive",59,0
0.317,1752,61,"S003","S2",305,305,"Positive",60,0
0.3,1104,62,"S003","S2",305,305,"Positive",61,0
0.283,3303,63,"S003","S2",305,305,"Positive",62,0
0.283,2322,64,"S003","S2",305,305,"Positive",63,0
0.317,1434,65,"S003","S2",305,305,"Positive",64,0
0.3,1526,66,"S003","S2",305,305,"Positive",65,0
0.283,1164,67,"S003","S2",304,304,"Positive",66,0
0.333,3183,68,"S003","S2",305,305,"Positive",67,0
0.4,471,69,"S003","S2",306,306,"Positive",68,0
0.317,1661,70,"S003","S2",306,306,"Positive",69,0
0.283,2236,71,"S003","S2",306,306,"Positive",70,0
0.333,1503,72,"S003","S2",306,306,"Positive",71,0
0.317,925,73,"S003","S2",307,307,"Positive",72,0
0.3,977,74,"S003","S2",307,307,"Positive",73,0
0.3,1446,75,"S003","S2",306,306,"Positive",74,0
0.267,2028,76,"S003","S2",306,306,"Positive",75,0
0.35,227,77,"S003","S2",306,306,"Positive",76,0
0.3,2195,78,"S003","S2",306,306,"Positive",77,0
0.3,612,79,"S003","S2",306,306,"Positive",78,0
0.317,2069,80,"S003","S2",306,306,"Positive",79,0
0.317,730,81,"S003","S2",307,307,"Positive",80,0
0.3,1540,82,"S003","S2",306,306,"Positive",81,0
0.283,2624,83,"S003","S2",306,306,"Positive",82,0
0.317,1180,84,"S003","S2",306,306,"Positive",83,0
0.267,1898,85,"S003","S2",306,306,"Positive",84,0
0.3,2196,86,"S003","S2",306,306,"Positive",85,0
0.267,2505,87,"S003","S2",305,305,"Positive",86,0
0.3,582,88,"S003","S2",305,305,"Positive",87,0
0.283,1643,89,"S003","S2",305,305,"Positive",88,0
0.267,1082,90,"S003","S2",305,305,"Positive",89,0
0.333,615,91,"S003","S2",305,305,"Positive",90,0
0.283,3399,92,"S003","S2",305,305,"Positive",91,0
0.283,2347,93,"S003","S2",304,304,"Positive",92,0
0.3,1735,94,"S003","S2",304,304,"Positive",93,0
0.3,861,95,"S003","S2",304,304,"Positive",94,0
0.283,1477,96,"S003","S2",304,304,"Positive",95,0
0.284,2828,97,"S003","S2",304,304,"Positive",96,0
0.283,1426,98,"S003","S2",304,304,"Positive",97,0
0.383,101,99,"S003","S2",305,305,"Positive",98,0
0.3,1351,100,"S003","S2",304,304,"Positive",99,0
0.267,3486,101,"S003","S2",304,304,"Positive",100,0
0.3,3451,102,"S003","S2",304,304,"Positive",101,0
0.3,2456,103,"S003","S2",304,304,"Positive",102,0
0.283,2964,104,"S003","S2",304,304,"Positive",103,0
0.383,3221,105,"S003","S2",305,305,"Positive",104,0
0.317,2589,106,"S003","S2",305,305,"Positive",105,0
0.367,3354,107,"S003","S2",305,305,"Positive",106,0
0.317,892,108,"S003","S2",305,305,"Positive",107,0
0.533,273,109,"S003","S2",307,307,"Positive",108,0
0.3,2062,110,"S003","S2",307,307,"Positive",109,0
0.317,2923,111,"S003","S2",308,308,"Positive",110,0
0.283,2748,112,"S003","S2",307,307,"Positive",111,0
0.283,2412,113,"S003","S2",307,307,"Positive",112,0
0.383,3429,114,"S003","S2",308,308,"Positive",113,0
0.3,1915,115,"S003","S2",308,308,"Positive",114,0
0.35,1492,116,"S003","S2",308,308,"Positive",115,0
0.367,1156,117,"S003","S2",309,309,"Positive",116,0
0.3,3237,118,"S003","S2",308,308,"Positive",117,0
0.383,353,119,"S003","S2",309,309,"Positive",118,0
0.3,3063,120,"S003","S2",309,309,"Positive",119,0
0.35,3459,1,"S004","S1",NA,350,"Positive",0,0
0.35,545,2,"S004","S1",350,350,"Positive",1,0
0.283,1875,3,"S004","S1",328,328,"Positive",2,0
0.5,217,4,"S004","S1",371,371,"Positive",3,0
0.267,2333,5,"S004","S1",350,350,"Positive",4,0
0.283,1828,6,"S004","S1",339,339,"Positive",5,0
0.4,212,7,"S004","S1",348,348,"Positive",6,0
0.333,3487,8,"S004","S1",346,346,"Positive",7,0
0.283,2064,9,"S004","S1",339,339,"Positive",8,0
0.3,476,10,"S004","S1",335,335,"Positive",9,0
0.25,1043,11,"S004","S1",327,327,"Positive",10,0
0.3,322,12,"S004","S1",325,325,"Positive",11,0
0.267,3316,13,"S004","S1",321,321,"Positive",12,0
0.267,122,14,"S004","S1",317,317,"Positive",13,0
0.25,740,15,"S004","S1",312,312,"Positive",14,0
0.25,654,16,"S004","S1",308,308,"Positive",15,0
0.267,2294,17,"S004","S1",306,306,"Positive",16,0
0.267,2974,18,"S004","S1",304,304,"Positive",17,0
0.367,279,19,"S004","S1",307,307,"Positive",18,0
0.25,1284,20,"S004","S1",304,304,"Positive",19,0
0.283,2851,21,"S004","S1",303,303,"Positive",20,0
0.267,3410,22,"S004","S1",301,301,"Positive",21,0
0.25,2937,23,"S004","S1",299,299,"Positive",22,0
0.316,101,24,"S004","S1",300,300,"Positive",23,0
0.3,1769,25,"S004","S1",300,300,"Positive",24,0
0.25,1857,26,"S004","S1",298,298,"Positive",25,0
0.25,1882,27,"S004","S1",296,296,"Positive",26,0
0.233,1913,28,"S004","S1",294,294,"Positive",27,0
0.25,2933,29,"S004","S1",292,292,"Positive",28,0
0.25,2672,30,"S004","S1",291,291,"Positive",29,0
0.316,661,31,"S004","S1",292,292,"Positive",30,0
0.266,1613,32,"S004","S1",291,291,"Positive",31,0
0.267,480,33,"S004","S1",290,290,"Positive",32,0
0.25,2019,34,"S004","S1",289,289,"Positive",33,0
0.267,1384,35,"S004","S1",289,289,"Positive",34,0
0.267,3457,36,"S004","S1",288,288,"Positive",35,0
0.233,2194,37,"S004","S1",286,286,"Positive",36,0
0.25,3198,38,"S004","S1",285,285,"Positive",37,0
0.267,1633,39,"S004","S1",285,285,"Positive",38,0
0.267,394,40,"S004","S1",285,285,"Positive",39,0
0.283,329,41,"S004","S1",285,285,"Positive",40,0
0.25,1686,42,"S004","S1",284,284,"Positive",41,0
0.25,1627,43,"S004","S1",283,283,"Positive",42,0
0.267,2115,44,"S004","S1",283,283,"Positive",43,0
0.267,2480,45,"S004","S1",282,282,"Positive",44,0
0.283,356,46,"S004","S1",282,282,"Positive",45,0
0.25,3368,47,"S004","S1",282,282,"Positive",46,0
0.283,1487,48,"S004","S1",282,282,"Positive",47,0
0.233,2561,49,"S004","S1",281,281,"Positive",48,0
0.3,634,50,"S004","S1",281,281,"Positive",49,0
0.5,355,51,"S004","S1",285,285,"Positive",50,0
0.3,1061,52,"S004","S1",286,286,"Positive",51,0
0.267,2104,53,"S004","S1",285,285,"Positive",52,0
0.267,2926,54,"S004","S1",285,285,"Positive",53,0
0.25,3386,55,"S004","S1",284,284,"Positive",54,0
0.267,3365,56,"S004","S1",284,284,"Positive",55,0
0.3,2507,57,"S004","S1",284,284,"Positive",56,0
0.283,839,58,"S004","S1",284,284,"Positive",57,0
0.267,2951,59,"S004","S1",284,284,"Positive",58,0
0.283,1943,60,"S004","S1",284,284,"Positive",59,0
0.283,2310,61,"S004","S1",284,284,"Positive",60,0
0.3,1378,62,"S004","S1",284,284,"Positive",61,0
0.267,3000,63,"S004","S1",284,284,"Positive",62,0
0.267,3458,64,"S004","S1",284,284,"Positive",63,0
0.317,1564,65,"S004","S1",284,284,"Positive",64,0
0.267,3235,66,"S004","S1",284,284,"Positive",65,0
0.25,3137,67,"S004","S1",283,283,"Positive",66,0
0.25,1673,68,"S004","S1",283,283,"Positive",67,0
0.283,2275,69,"S004","S1",283,283,"Positive",68,0
0.267,1557,70,"S004","S1",283,283,"Positive",69,0
0.25,1320,71,"S004","S1",282,282,"Positive",70,0
0.267,3036,72,"S004","S1",282,282,"Positive",71,0
0.3,1114,73,"S004","S1",282,282,"Positive",72,0
0.3,1049,74,"S004","S1",282,282,"Positive",73,0
0.25,2460,75,"S004","S1",282,282,"Positive",74,0
0.267,1643,76,"S004","S1",282,282,"Positive",75,0
0.25,1783,77,"S004","S1",281,281,"Positive",76,0
0.35,176,78,"S004","S1",282,282,"Positive",77,0
0.267,1357,79,"S004","S1",282,282,"Positive",78,0
0.25,1865,80,"S004","S1",282,282,"Positive",79,0
0.317,383,81,"S004","S1",282,282,"Positive",80,0
0.267,3441,82,"S004","S1",282,282,"Positive",81,0
0.267,1580,83,"S004","S1",282,282,"Positive",82,0
0.3,1689,84,"S004","S1",282,282,"Positive",83,0
0.283,1461,85,"S004","S1",282,282,"Positive",84,0
0.367,304,86,"S004","S1",283,283,"Positive",85,0
0.283,3236,87,"S004","S1",283,283,"Positive",86,0
0.267,1049,88,"S004","S1",283,283,"Positive",87,0
0.317,1860,89,"S004","S1",283,283,"Positive",88,0
0.316,640,90,"S004","S1",283,283,"Positive",89,0
0.267,2799,91,"S004","S1",283,283,"Positive",90,0
0.266,3367,92,"S004","S1",283,283,"Positive",91,0
0.367,848,93,"S004","S1",284,284,"Positive",92,0
0.267,1943,94,"S004","S1",284,284,"Positive",93,0
0.267,2368,95,"S004","S1",284,284,"Positive",94,0
0.283,650,96,"S004","S1",284,284,"Positive",95,0
0.25,2397,97,"S004","S1",283,283,"Positive",96,0
0.25,1542,98,"S004","S1",283,283,"Positive",97,0
0.283,979,99,"S004","S1",283,283,"Positive",98,0
0.283,642,100,"S004","S1",283,283,"Positive",99,0
0.267,1852,101,"S004","S1",283,283,"Positive",100,0
0.283,1373,102,"S004","S1",283,283,"Positive",101,0
0.25,2341,103,"S004","S1",282,282,"Positive",102,0
0.25,3489,104,"S004","S1",282,282,"Positive",103,0
0.317,2937,105,"S004","S1",283,283,"Positive",104,0
0.267,1134,106,"S004","S1",282,282,"Positive",105,0
0.317,2012,107,"S004","S1",283,283,"Positive",106,0
0.25,2864,108,"S004","S1",282,282,"Positive",107,0
0.367,1407,109,"S004","S1",283,283,"Positive",108,0
0.25,2294,110,"S004","S1",283,283,"Positive",109,0
0.25,2860,111,"S004","S1",283,283,"Positive",110,0
0.267,3056,112,"S004","S1",282,282,"Positive",111,0
0.35,589,113,"S004","S1",283,283,"Positive",112,0
0.25,2471,114,"S004","S1",283,283,"Positive",113,0
0.266,3120,115,"S004","S1",283,283,"Positive",114,0
0.333,619,116,"S004","S1",283,283,"Positive",115,0
0.283,3132,117,"S004","S1",283,283,"Positive",116,0
0.25,1806,118,"S004","S1",283,283,"Positive",117,0
0.283,1798,119,"S004","S1",283,283,"Positive",118,0
0.233,1505,120,"S004","S1",282,282,"Positive",119,0
0.333,1257,1,"S004","S2",NA,333,"Positive",0,0
0.283,1353,2,"S004","S2",308,308,"Positive",1,0
0.267,767,3,"S004","S2",294,294,"Positive",2,0
0.25,262,4,"S004","S2",283,283,"Positive",3,0
0.25,1211,5,"S004","S2",277,277,"Positive",4,0
0.267,3281,6,"S004","S2",275,275,"Positive",5,0
0.233,972,7,"S004","S2",269,269,"Positive",6,0
0.25,1989,8,"S004","S2",267,267,"Positive",7,0
0.25,3051,9,"S004","S2",265,265,"Positive",8,0
0.317,271,10,"S004","S2",270,270,"Positive",9,0
0.233,2145,11,"S004","S2",267,267,"Positive",10,0
0.25,1001,12,"S004","S2",265,265,"Positive",11,0
0.25,2670,13,"S004","S2",264,264,"Positive",12,0
0.283,1291,14,"S004","S2",265,265,"Positive",13,0
0.267,1161,15,"S004","S2",265,265,"Positive",14,0
0.25,2556,16,"S004","S2",265,265,"Positive",15,0
0.267,210,17,"S004","S2",265,265,"Positive",16,0
0.333,455,18,"S004","S2",268,268,"Positive",17,0
0.283,1321,19,"S004","S2",269,269,"Positive",18,0
0.233,795,20,"S004","S2",267,267,"Positive",19,0
0.3,1470,21,"S004","S2",269,269,"Positive",20,0
0.25,2500,22,"S004","S2",268,268,"Positive",21,0
0.3,3202,23,"S004","S2",270,270,"Positive",22,0
0.233,2174,24,"S004","S2",268,268,"Positive",23,0
0.266,3128,25,"S004","S2",268,268,"Positive",24,0
0.317,718,26,"S004","S2",270,270,"Positive",25,0
0.25,2899,27,"S004","S2",269,269,"Positive",26,0
0.3,1371,28,"S004","S2",270,270,"Positive",27,0
0.267,2005,29,"S004","S2",270,270,"Positive",28,0
0.283,2416,30,"S004","S2",271,271,"Positive",29,0
0.35,641,31,"S004","S2",273,273,"Positive",30,0
0.25,1134,33,"S004","S2",266,266,"Positive",32,0
0.283,862,34,"S004","S2",266,266,"Positive",33,0
0.25,621,35,"S004","S2",266,266,"Positive",34,0
0.234,571,36,"S004","S2",265,265,"Positive",35,0
0.25,2411,37,"S004","S2",264,264,"Positive",36,0
0.234,2634,38,"S004","S2",264,264,"Positive",37,0
0.25,1291,39,"S004","S2",263,263,"Positive",38,0
0.25,1322,40,"S004","S2",263,263,"Positive",39,0
0.3,134,41,"S004","S2",264,264,"Positive",40,0
0.283,1972,42,"S004","S2",264,264,"Positive",41,0
0.233,2864,43,"S004","S2",264,264,"Positive",42,0
0.233,2077,44,"S004","S2",263,263,"Positive",43,0
0.25,2079,45,"S004","S2",263,263,"Positive",44,0
0.233,3217,46,"S004","S2",262,262,"Positive",45,0
0.25,2947,47,"S004","S2",262,262,"Positive",46,0
0.25,2587,48,"S004","S2",261,261,"Positive",47,0
0.267,3453,49,"S004","S2",262,262,"Positive",48,0
0.25,3050,50,"S004","S2",261,261,"Positive",49,0
0.267,1888,51,"S004","S2",261,261,"Positive",50,0
0.267,1227,52,"S004","S2",262,262,"Positive",51,0
0.367,234,53,"S004","S2",264,264,"Positive",52,0
0.283,3388,54,"S004","S2",264,264,"Positive",53,0
0.25,3058,55,"S004","S2",264,264,"Positive",54,0
0.3,612,56,"S004","S2",264,264,"Positive",55,0
0.25,2709,57,"S004","S2",264,264,"Positive",56,0
0.3,641,58,"S004","S2",265,265,"Positive",57,0
0.267,2522,60,"S004","S2",279,279,"Positive",59,0
0.267,3389,61,"S004","S2",279,279,"Positive",60,0
0.3,524,62,"S004","S2",280,280,"Positive",61,0
0.283,436,63,"S004","S2",280,280,"Positive",62,0
0.3,639,64,"S004","S2",280,280,"Positive",63,0
0.317,3408,65,"S004","S2",280,280,"Positive",64,0
0.25,3089,66,"S004","S2",280,280,"Positive",65,0
0.267,1750,67,"S004","S2",280,280,"Positive",66,0
0.25,3402,68,"S004","S2",279,279,"Positive",67,0
0.367,1055,69,"S004","S2",281,281,"Positive",68,0
0.233,3130,70,"S004","S2",280,280,"Positive",69,0
0.25,2763,71,"S004","S2",280,280,"Positive",70,0
0.25,2681,72,"S004","S2",279,279,"Positive",71,0
0.233,2924,73,"S004","S2",279,279,"Positive",72,0
0.283,1955,74,"S004","S2",279,279,"Positive",73,0
0.317,1187,75,"S004","S2",279,279,"Positive",74,0
0.267,1080,76,"S004","S2",279,279,"Positive",75,0
0.25,2945,77,"S004","S2",279,279,"Positive",76,0
0.25,1960,78,"S004","S2",278,278,"Positive",77,0
0.267,1060,79,"S004","S2",278,278,"Positive",78,0
0.233,2895,80,"S004","S2",277,277,"Positive",79,0
0.267,1527,81,"S004","S2",277,277,"Positive",80,0
0.25,1392,82,"S004","S2",277,277,"Positive",81,0
0.25,2184,83,"S004","S2",277,277,"Positive",82,0
0.3,323,84,"S004","S2",277,277,"Positive",83,0
0.25,2445,85,"S004","S2",277,277,"Positive",84,0
0.267,3170,86,"S004","S2",277,277,"Positive",85,0
0.283,1335,87,"S004","S2",277,277,"Positive",86,0
0.25,3104,88,"S004","S2",276,276,"Positive",87,0
0.283,1090,89,"S004","S2",276,276,"Positive",88,0
0.25,1215,90,"S004","S2",276,276,"Positive",89,0
0.25,2836,91,"S004","S2",276,276,"Positive",90,0
0.25,1549,92,"S004","S2",276,276,"Positive",91,0
0.317,949,93,"S004","S2",276,276,"Positive",92,0
0.267,3365,94,"S004","S2",276,276,"Positive",93,0
0.25,2800,95,"S004","S2",276,276,"Positive",94,0
0.3,1110,96,"S004","S2",276,276,"Positive",95,0
0.483,558,97,"S004","S2",278,278,"Positive",96,0
0.283,1116,98,"S004","S2",278,278,"Positive",97,0
0.233,3464,99,"S004","S2",278,278,"Positive",98,0
0.25,2995,100,"S004","S2",277,277,"Positive",99,0
0.25,2692,101,"S004","S2",277,277,"Positive",100,0
0.367,310,102,"S004","S2",278,278,"Positive",101,0
0.233,2649,103,"S004","S2",277,277,"Positive",102,0
0.283,1964,104,"S004","S2",278,278,"Positive",103,0
0.25,2252,105,"S004","S2",277,277,"Positive",104,0
0.266,3440,106,"S004","S2",277,277,"Positive",105,0
0.283,1125,107,"S004","S2",277,277,"Positive",106,0
0.233,2701,108,"S004","S2",277,277,"Positive",107,0
0.317,1132,109,"S004","S2",277,277,"Positive",108,0
0.334,358,110,"S004","S2",278,278,"Positive",109,0
0.283,1148,111,"S004","S2",278,278,"Positive",110,0
0.283,1321,112,"S004","S2",278,278,"Positive",111,0
0.283,2060,113,"S004","S2",278,278,"Positive",112,0
0.283,1726,114,"S004","S2",278,278,"Positive",113,0
0.267,2810,115,"S004","S2",278,278,"Positive",114,0
0.267,2579,116,"S004","S2",278,278,"Positive",115,0
0.283,1743,117,"S004","S2",278,278,"Positive",116,0
0.3,2988,118,"S004","S2",278,278,"Positive",117,0
0.35,568,119,"S004","S2",279,279,"Positive",118,0
0.333,666,120,"S004","S2",279,279,"Positive",119,0
0.283,1667,2,"S006","S1",617,617,"Positive",1,0
0.333,2542,3,"S006","S1",522,522,"Positive",2,0
0.283,3328,4,"S006","S1",463,463,"Positive",3,0
0.3,1969,5,"S006","S1",430,430,"Positive",4,0
0.35,3124,6,"S006","S1",417,417,"Positive",5,0
0.266,2917,7,"S006","S1",395,395,"Positive",6,0
0.283,2443,8,"S006","S1",381,381,"Positive",7,0
0.433,120,9,"S006","S1",387,387,"Positive",8,0
0.3,787,10,"S006","S1",378,378,"Positive",9,0
0.3,2111,11,"S006","S1",371,371,"Positive",10,0
0.3,296,12,"S006","S1",365,365,"Positive",11,0
0.283,2597,13,"S006","S1",359,359,"Positive",12,0
0.283,2145,14,"S006","S1",354,354,"Positive",13,0
0.283,1152,15,"S006","S1",349,349,"Positive",14,0
0.266,1759,16,"S006","S1",344,344,"Positive",15,0
