"RT","ISI","Trial","Participant","Session","Threshold","MedianComputed","Feedback","Feedback_N_Positive","Feedback_N_Negative"
0.316,0.101,24,"S004","S1",0.3,0.3,"Negative",4,0
0.3,1.769,25,"S004","S1",0.3,0.3,"Positive",0,1
0.25,1.857,26,"S004","S1",0.298,0.298,"Positive",1,0
0.25,1.882,27,"S004","S1",0.296,0.296,"Positive",2,0
0.233,1.913,28,"S004","S1",0.294,0.294,"Positive",3,0
0.25,2.933,29,"S004","S1",0.292,0.292,"Positive",4,0
0.25,2.672,30,"S004","S1",0.291,0.291,"Positive",5,0
0.316,0.661,31,"S004","S1",0.292,0.292,"Negative",6,0
0.266,1.613,32,"S004","S1",0.291,0.291,"Positive",0,1
0.267,0.48,33,"S004","S1",0.29,0.29,"Positive",1,0
0.25,2.019,34,"S004","S1",0.289,0.289,"Positive",2,0
0.267,1.384,35,"S004","S1",0.289,0.289,"Positive",3,0
0.267,3.457,36,"S004","S1",0.288,0.288,"Positive",4,0
0.233,2.194,37,"S004","S1",0.286,0.286,"Positive",5,0
0.25,3.198,38,"S004","S1",0.285,0.285,"Positive",6,0
0.267,1.633,39,"S004","S1",0.285,0.285,"Positive",7,0
0.267,0.394,40,"S004","S1",0.285,0.285,"Positive",8,0
0.283,0.329,41,"S004","S1",0.285,0.285,"Positive",9,0
0.25,1.686,42,"S004","S1",0.284,0.284,"Positive",10,0
0.25,1.627,43,"S004","S1",0.283,0.283,"Positive",11,0
0.267,2.115,44,"S004","S1",0.283,0.283,"Positive",12,0
0.267,2.48,45,"S004","S1",0.282,0.282,"Positive",13,0
0.283,0.356,46,"S004","S1",0.282,0.282,"Negative",14,0
0.25,3.368,47,"S004","S1",0.282,0.282,"Positive",0,1
0.283,1.487,48,"S004","S1",0.282,0.282,"Negative",1,0
0.233,2.561,49,"S004","S1",0.281,0.281,"Positive",0,1
0.3,0.634,50,"S004","S1",0.281,0.281,"Negative",1,0
0.5,0.355,51,"S004","S1",0.285,0.285,"Negative",0,1
0.3,1.061,52,"S004","S1",0.286,0.286,"Negative",0,2
0.267,2.104,53,"S004","S1",0.285,0.285,"Positive",0,3
0.267,2.926,54,"S004","S1",0.285,0.285,"Positive",1,0
0.25,3.386,55,"S004","S1",0.284,0.284,"Positive",2,0
0.267,3.365,56,"S004","S1",0.284,0.284,"Positive",3,0
0.3,2.507,57,"S004","S1",0.284,0.284,"Negative",4,0
0.283,0.839,58,"S004","S1",0.284,0.284,"Positive",0,1
0.267,2.951,59,"S004","S1",0.284,0.284,"Positive",1,0
0.283,1.943,60,"S004","S1",0.284,0.284,"Positive",2,0
0.283,2.31,61,"S004","S1",0.284,0.284,"Positive",3,0
0.3,1.378,62,"S004","S1",0.284,0.284,"Negative",4,0
0.267,3,63,"S004","S1",0.284,0.284,"Positive",0,1
0.267,3.458,64,"S004","S1",0.284,0.284,"Positive",1,0
0.317,1.564,65,"S004","S1",0.284,0.284,"Negative",2,0
0.267,3.235,66,"S004","S1",0.284,0.284,"Positive",0,1
0.25,3.137,67,"S004","S1",0.283,0.283,"Positive",1,0
0.25,1.673,68,"S004","S1",0.283,0.283,"Positive",2,0
0.283,2.275,69,"S004","S1",0.283,0.283,"Positive",3,0
0.267,1.557,70,"S004","S1",0.283,0.283,"Positive",4,0
0.25,1.32,71,"S004","S1",0.282,0.282,"Positive",5,0
0.267,3.036,72,"S004","S1",0.282,0.282,"Positive",6,0
0.3,1.114,73,"S004","S1",0.282,0.282,"Negative",7,0
0.3,1.049,74,"S004","S1",0.282,0.282,"Negative",0,1
0.25,2.46,75,"S004","S1",0.282,0.282,"Positive",0,2
0.267,1.643,76,"S004","S1",0.282,0.282,"Positive",1,0
0.25,1.783,77,"S004","S1",0.281,0.281,"Positive",2,0
0.35,0.176,78,"S004","S1",0.282,0.282,"Negative",3,0
0.267,1.357,79,"S004","S1",0.282,0.282,"Positive",0,1
0.25,1.865,80,"S004","S1",0.282,0.282,"Positive",1,0
0.317,0.383,81,"S004","S1",0.282,0.282,"Negative",2,0
0.267,3.441,82,"S004","S1",0.282,0.282,"Positive",0,1
0.267,1.58,83,"S004","S1",0.282,0.282,"Positive",1,0
0.3,1.689,84,"S004","S1",0.282,0.282,"Negative",2,0
0.283,1.461,85,"S004","S1",0.282,0.282,"Negative",0,1
0.367,0.304,86,"S004","S1",0.283,0.283,"Negative",0,2
0.283,3.236,87,"S004","S1",0.283,0.283,"Positive",0,3
0.267,1.049,88,"S004","S1",0.283,0.283,"Positive",1,0
0.317,1.86,89,"S004","S1",0.283,0.283,"Negative",2,0
0.316,0.64,90,"S004","S1",0.283,0.283,"Negative",0,1
0.267,2.799,91,"S004","S1",0.283,0.283,"Positive",0,2
0.266,3.367,92,"S004","S1",0.283,0.283,"Positive",1,0
0.367,0.848,93,"S004","S1",0.284,0.284,"Negative",2,0
0.267,1.943,94,"S004","S1",0.284,0.284,"Positive",0,1
0.267,2.368,95,"S004","S1",0.284,0.284,"Positive",1,0
0.283,0.65,96,"S004","S1",0.284,0.284,"Positive",2,0
0.25,2.397,97,"S004","S1",0.283,0.283,"Positive",3,0
0.25,1.542,98,"S004","S1",0.283,0.283,"Positive",4,0
0.283,0.979,99,"S004","S1",0.283,0.283,"Positive",5,0
0.283,0.642,100,"S004","S1",0.283,0.283,"Positive",6,0
0.267,1.852,101,"S004","S1",0.283,0.283,"Positive",7,0
0.283,1.373,102,"S004","S1",0.283,0.283,"Positive",8,0
0.25,2.341,103,"S004","S1",0.282,0.282,"Positive",9,0
0.25,3.489,104,"S004","S1",0.282,0.282,"Positive",10,0
0.317,2.937,105,"S004","S1",0.283,0.283,"Negative",11,0
0.267,1.134,106,"S004","S1",0.282,0.282,"Positive",0,1
0.317,2.012,107,"S004","S1",0.283,0.283,"Negative",1,0
0.25,2.864,108,"S004","S1",0.282,0.282,"Positive",0,1
0.367,1.407,109,"S004","S1",0.283,0.283,"Negative",1,0
0.25,2.294,110,"S004","S1",0.283,0.283,"Positive",0,1
0.25,2.86,111,"S004","S1",0.283,0.283,"Positive",1,0
0.267,3.056,112,"S004","S1",0.282,0.282,"Positive",2,0
0.35,0.589,113,"S004","S1",0.283,0.283,"Negative",3,0
0.25,2.471,114,"S004","S1",0.283,0.283,"Positive",0,1
0.266,3.12,115,"S004","S1",0.283,0.283,"Positive",1,0
0.333,0.619,116,"S004","S1",0.283,0.283,"Negative",2,0
0.283,3.132,117,"S004","S1",0.283,0.283,"Positive",0,1
0.25,1.806,118,"S004","S1",0.283,0.283,"Positive",1,0
0.283,1.798,119,"S004","S1",0.283,0.283,"Positive",2,0
0.233,1.505,120,"S004","S1",0.282,0.282,"Positive",3,0
0.333,1.257,1,"S004","S2",NA,0.333,"Positive",0,0
0.283,1.353,2,"S004","S2",0.308,0.308,"Positive",1,0
0.267,0.767,3,"S004","S2",0.294,0.294,"Positive",2,0
0.25,0.262,4,"S004","S2",0.283,0.283,"Positive",3,0
0.25,1.211,5,"S004","S2",0.277,0.277,"Positive",4,0
0.267,3.281,6,"S004","S2",0.275,0.275,"Positive",5,0
0.233,0.972,7,"S004","S2",0.269,0.269,"Positive",6,0
0.25,1.989,8,"S004","S2",0.267,0.267,"Positive",7,0
0.25,3.051,9,"S004","S2",0.265,0.265,"Positive",8,0
0.317,0.271,10,"S004","S2",0.27,0.27,"Negative",9,0
0.233,2.145,11,"S004","S2",0.267,0.267,"Positive",0,1
0.25,1.001,12,"S004","S2",0.265,0.265,"Positive",1,0
0.25,2.67,13,"S004","S2",0.264,0.264,"Positive",2,0
0.283,1.291,14,"S004","S2",0.265,0.265,"Negative",3,0
0.267,1.161,15,"S004","S2",0.265,0.265,"Negative",0,1
0.25,2.556,16,"S004","S2",0.265,0.265,"Positive",0,2
0.267,0.21,17,"S004","S2",0.265,0.265,"Negative",1,0
0.333,0.455,18,"S004","S2",0.268,0.268,"Negative",0,1
0.283,1.321,19,"S004","S2",0.269,0.269,"Negative",0,2
0.233,0.795,20,"S004","S2",0.267,0.267,"Positive",0,3
0.3,1.47,21,"S004","S2",0.269,0.269,"Negative",1,0
0.25,2.5,22,"S004","S2",0.268,0.268,"Positive",0,1
0.3,3.202,23,"S004","S2",0.27,0.27,"Negative",1,0
0.233,2.174,24,"S004","S2",0.268,0.268,"Positive",0,1
0.266,3.128,25,"S004","S2",0.268,0.268,"Positive",1,0
0.317,0.718,26,"S004","S2",0.27,0.27,"Negative",2,0
0.25,2.899,27,"S004","S2",0.269,0.269,"Positive",0,1
0.3,1.371,28,"S004","S2",0.27,0.27,"Negative",1,0
0.267,2.005,29,"S004","S2",0.27,0.27,"Positive",0,1
0.283,2.416,30,"S004","S2",0.271,0.271,"Negative",1,0
0.35,0.641,31,"S004","S2",0.273,0.273,"Negative",0,1
0.05,0.318,32,"S004","S2",0.266,0.266,"Positive",0,2
0.25,1.134,33,"S004","S2",0.266,0.266,"Positive",1,0
0.283,0.862,34,"S004","S2",0.266,0.266,"Negative",2,0
0.25,0.621,35,"S004","S2",0.266,0.266,"Positive",0,1
0.234,0.571,36,"S004","S2",0.265,0.265,"Positive",1,0
0.25,2.411,37,"S004","S2",0.264,0.264,"Positive",2,0
0.234,2.634,38,"S004","S2",0.264,0.264,"Positive",3,0
0.25,1.291,39,"S004","S2",0.263,0.263,"Positive",4,0
0.25,1.322,40,"S004","S2",0.263,0.263,"Positive",5,0
0.3,0.134,41,"S004","S2",0.264,0.264,"Negative",6,0
0.283,1.972,42,"S004","S2",0.264,0.264,"Negative",0,1
0.233,2.864,43,"S004","S2",0.264,0.264,"Positive",0,2
0.233,2.077,44,"S004","S2",0.263,0.263,"Positive",1,0
0.25,2.079,45,"S004","S2",0.263,0.263,"Positive",2,0
0.233,3.217,46,"S004","S2",0.262,0.262,"Positive",3,0
0.25,2.947,47,"S004","S2",0.262,0.262,"Positive",4,0
0.25,2.587,48,"S004","S2",0.261,0.261,"Positive",5,0
0.267,3.453,49,"S004","S2",0.262,0.262,"Negative",6,0
0.25,3.05,50,"S004","S2",0.261,0.261,"Positive",0,1
0.267,1.888,51,"S004","S2",0.261,0.261,"Negative",1,0
0.267,1.227,52,"S004","S2",0.262,0.262,"Negative",0,1
0.367,0.234,53,"S004","S2",0.264,0.264,"Negative",0,2
0.283,3.388,54,"S004","S2",0.264,0.264,"Negative",0,3
0.25,3.058,55,"S004","S2",0.264,0.264,"Positive",0,4
0.3,0.612,56,"S004","S2",0.264,0.264,"Negative",1,0
0.25,2.709,57,"S004","S2",0.264,0.264,"Positive",0,1
0.3,0.641,58,"S004","S2",0.265,0.265,"Negative",1,0
1.15,2.703,59,"S004","S2",0.28,0.28,"Negative",0,1
0.267,2.522,60,"S004","S2",0.279,0.279,"Positive",0,2
0.267,3.389,61,"S004","S2",0.279,0.279,"Positive",1,0
0.3,0.524,62,"S004","S2",0.28,0.28,"Negative",2,0
0.283,0.436,63,"S004","S2",0.28,0.28,"Negative",0,1
0.3,0.639,64,"S004","S2",0.28,0.28,"Negative",0,2
0.317,3.408,65,"S004","S2",0.28,0.28,"Negative",0,3
0.25,3.089,66,"S004","S2",0.28,0.28,"Positive",0,4
0.267,1.75,67,"S004","S2",0.28,0.28,"Positive",1,0
0.25,3.402,68,"S004","S2",0.279,0.279,"Positive",2,0
0.367,1.055,69,"S004","S2",0.281,0.281,"Negative",3,0
0.233,3.13,70,"S004","S2",0.28,0.28,"Positive",0,1
0.25,2.763,71,"S004","S2",0.28,0.28,"Positive",1,0
0.25,2.681,72,"S004","S2",0.279,0.279,"Positive",2,0
0.233,2.924,73,"S004","S2",0.279,0.279,"Positive",3,0
0.283,1.955,74,"S004","S2",0.279,0.279,"Negative",4,0
0.317,1.187,75,"S004","S2",0.279,0.279,"Negative",0,1
0.267,1.08,76,"S004","S2",0.279,0.279,"Positive",0,2
0.25,2.945,77,"S004","S2",0.279,0.279,"Positive",1,0
0.25,1.96,78,"S004","S2",0.278,0.278,"Positive",2,0
0.267,1.06,79,"S004","S2",0.278,0.278,"Positive",3,0
0.233,2.895,80,"S004","S2",0.277,0.277,"Positive",4,0
0.267,1.527,81,"S004","S2",0.277,0.277,"Positive",5,0
0.25,1.392,82,"S004","S2",0.277,0.277,"Positive",6,0
0.25,2.184,83,"S004","S2",0.277,0.277,"Positive",7,0
0.3,0.323,84,"S004","S2",0.277,0.277,"Negative",8,0
0.25,2.445,85,"S004","S2",0.277,0.277,"Positive",0,1
0.267,3.17,86,"S004","S2",0.277,0.277,"Positive",1,0
0.283,1.335,87,"S004","S2",0.277,0.277,"Negative",2,0
0.25,3.104,88,"S004","S2",0.276,0.276,"Positive",0,1
0.283,1.09,89,"S004","S2",0.276,0.276,"Negative",1,0
0.25,1.215,90,"S004","S2",0.276,0.276,"Positive",0,1
0.25,2.836,91,"S004","S2",0.276,0.276,"Positive",1,0
0.25,1.549,92,"S004","S2",0.276,0.276,"Positive",2,0
0.317,0.949,93,"S004","S2",0.276,0.276,"Negative",3,0
0.267,3.365,94,"S004","S2",0.276,0.276,"Positive",0,1
0.25,2.8,95,"S004","S2",0.276,0.276,"Positive",1,0
0.3,1.11,96,"S004","S2",0.276,0.276,"Negative",2,0
0.483,0.558,97,"S004","S2",0.278,0.278,"Negative",0,1
0.283,1.116,98,"S004","S2",0.278,0.278,"Negative",0,2
0.233,3.464,99,"S004","S2",0.278,0.278,"Positive",0,3
0.25,2.995,100,"S004","S2",0.277,0.277,"Positive",1,0
0.25,2.692,101,"S004","S2",0.277,0.277,"Positive",2,0
0.367,0.31,102,"S004","S2",0.278,0.278,"Negative",3,0
0.233,2.649,103,"S004","S2",0.277,0.277,"Positive",0,1
0.283,1.964,104,"S004","S2",0.278,0.278,"Negative",1,0
0.25,2.252,105,"S004","S2",0.277,0.277,"Positive",0,1
0.266,3.44,106,"S004","S2",0.277,0.277,"Positive",1,0
0.283,1.125,107,"S004","S2",0.277,0.277,"Negative",2,0
0.233,2.701,108,"S004","S2",0.277,0.277,"Positive",0,1
0.317,1.132,109,"S004","S2",0.277,0.277,"Negative",1,0
0.334,0.358,110,"S004","S2",0.278,0.278,"Negative",0,1
0.283,1.148,111,"S004","S2",0.278,0.278,"Negative",0,2
0.283,1.321,112,"S004","S2",0.278,0.278,"Negative",0,3
0.283,2.06,113,"S004","S2",0.278,0.278,"Negative",0,4
0.283,1.726,114,"S004","S2",0.278,0.278,"Negative",0,5
0.267,2.81,115,"S004","S2",0.278,0.278,"Positive",0,6
0.267,2.579,116,"S004","S2",0.278,0.278,"Positive",1,0
0.283,1.743,117,"S004","S2",0.278,0.278,"Negative",2,0
0.3,2.988,118,"S004","S2",0.278,0.278,"Negative",0,1
0.35,0.568,119,"S004","S2",0.279,0.279,"Negative",0,2
0.333,0.666,120,"S004","S2",0.279,0.279,"Negative",0,3
0.95,0.953,1,"S006","S1",NA,0.95,"Positive",0,0
0.283,1.667,2,"S006","S1",0.617,0.617,"Positive",1,0
0.333,2.542,3,"S006","S1",0.522,0.522,"Positive",2,0
0.283,3.328,4,"S006","S1",0.463,0.463,"Positive",3,0
0.3,1.969,5,"S006","S1",0.43,0.43,"Positive",4,0
0.35,3.124,6,"S006","S1",0.417,0.417,"Positive",5,0
0.266,2.917,7,"S006","S1",0.395,0.395,"Positive",6,0
0.283,2.443,8,"S006","S1",0.381,0.381,"Positive",7,0
0.433,0.12,9,"S006","S1",0.387,0.387,"Negative",8,0
0.3,0.787,10,"S006","S1",0.378,0.378,"Positive",0,1
0.3,2.111,11,"S006","S1",0.371,0.371,"Positive",1,0
0.3,0.296,12,"S006","S1",0.365,0.365,"Positive",2,0
0.283,2.597,13,"S006","S1",0.359,0.359,"Positive",3,0
0.283,2.145,14,"S006","S1",0.354,0.354,"Positive",4,0
0.283,1.152,15,"S006","S1",0.349,0.349,"Positive",5,0
0.266,1.759,16,"S006","S1",0.344,0.344,"Positive",6,0
0.267,0.959,17,"S006","S1",0.339,0.339,"Positive",7,0
0.3,2.553,18,"S006","S1",0.337,0.337,"Positive",8,0
0.3,0.726,19,"S006","S1",0.335,0.335,"Positive",9,0
0.284,2.724,20,"S006","S1",0.332,0.332,"Positive",10,0
0.35,2.965,21,"S006","S1",0.333,0.333,"Negative",11,0
0.367,0.748,22,"S006","S1",0.335,0.335,"Negative",0,1
0.367,3.424,23,"S006","S1",0.336,0.336,"Negative",0,2
0.367,2.909,24,"S006","S1",0.337,0.337,"Negative",0,3
0.35,0.441,25,"S006","S1",0.338,0.338,"Negative",0,4
0.35,2.32,26,"S006","S1",0.338,0.338,"Negative",0,5
0.283,0.795,27,"S006","S1",0.336,0.336,"Positive",0,6
0.3,0.709,28,"S006","S1",0.335,0.335,"Positive",1,0
0.283,2.336,29,"S006","S1",0.333,0.333,"Positive",2,0
0.283,1.633,30,"S006","S1",0.332,0.332,"Positive",3,0
0.283,0.481,31,"S006","S1",0.33,0.33,"Positive",4,0
0.3,0.8,32,"S006","S1",0.329,0.329,"Positive",5,0
0.283,1.717,33,"S006","S1",0.328,0.328,"Positive",6,0
0.317,3.245,34,"S006","S1",0.327,0.327,"Positive",7,0
0.267,0.439,35,"S006","S1",0.326,0.326,"Positive",8,0
0.317,1.147,36,"S006","S1",0.325,0.325,"Positive",9,0
0.317,2.785,37,"S006","S1",0.325,0.325,"Positive",10,0
0.283,0.81,38,"S006","S1",0.324,0.324,"Positive",11,0
0.25,3.223,39,"S006","S1",0.322,0.322,"Positive",12,0
0.267,2.867,40,"S006","S1",0.321,0.321,"Positive",13,0
0.35,0.996,41,"S006","S1",0.322,0.322,"Negative",14,0
0.333,1.489,42,"S006","S1",0.322,0.322,"Negative",0,1
0.333,0.189,43,"S006","S1",0.322,0.322,"Negative",0,2
0.317,0.932,44,"S006","S1",0.322,0.322,"Positive",0,3
0.35,2.696,45,"S006","S1",0.323,0.323,"Negative",1,0
0.3,3.035,46,"S006","S1",0.322,0.322,"Positive",0,1
0.317,2.171,47,"S006","S1",0.322,0.322,"Positive",1,0
0.317,2.365,48,"S006","S1",0.322,0.322,"Positive",2,0
0.4,0.899,49,"S006","S1",0.323,0.323,"Negative",3,0
0.483,2.095,50,"S006","S1",0.327,0.327,"Negative",0,1
0.417,0.36,51,"S006","S1",0.328,0.328,"Negative",0,2
0.367,2.101,52,"S006","S1",0.329,0.329,"Negative",0,3
0.433,1.934,53,"S006","S1",0.331,0.331,"Negative",0,4
0.35,2.438,54,"S006","S1",0.331,0.331,"Negative",0,5
0.317,1.474,55,"S006","S1",0.331,0.331,"Positive",0,6
0.3,2.988,56,"S006","S1",0.331,0.331,"Positive",1,0
0.3,0.879,57,"S006","S1",0.33,0.33,"Positive",2,0
0.3,0.889,58,"S006","S1",0.33,0.33,"Positive",3,0
0.467,3.4,59,"S006","S1",0.332,0.332,"Negative",4,0
0.317,1.441,60,"S006","S1",0.332,0.332,"Positive",0,1
0.316,1.084,61,"S006","S1",0.331,0.331,"Positive",1,0
0.267,2.663,62,"S006","S1",0.33,0.33,"Positive",2,0
0.617,2.506,63,"S006","S1",0.335,0.335,"Negative",3,0
0.283,3.432,64,"S006","S1",0.334,0.334,"Positive",0,1
0.284,1.557,65,"S006","S1",0.333,0.333,"Positive",1,0
0.333,0.405,66,"S006","S1",0.333,0.333,"Positive",2,0
0.333,2.668,67,"S006","S1",0.333,0.333,"Positive",3,0
0.283,2.299,68,"S006","S1",0.333,0.333,"Positive",4,0
0.317,2.403,69,"S006","S1",0.332,0.332,"Positive",5,0
0.283,1.663,70,"S006","S1",0.332,0.332,"Positive",6,0
0.333,2.23,71,"S006","S1",0.332,0.332,"Negative",7,0
0.3,2.511,72,"S006","S1",0.331,0.331,"Positive",0,1
0.317,3.038,73,"S006","S1",0.331,0.331,"Positive",1,0
0.35,2.183,74,"S006","S1",0.331,0.331,"Negative",2,0
0.383,2.755,75,"S006","S1",0.332,0.332,"Negative",0,1
0.383,3.287,76,"S006","S1",0.333,0.333,"Negative",0,2
0.35,2.548,77,"S006","S1",0.333,0.333,"Negative",0,3
4.084,2.281,78,"S006","S1",0.381,0.381,"Negative",0,4
0.317,2.267,79,"S006","S1",0.38,0.38,"Positive",0,5
0.283,1.823,80,"S006","S1",0.379,0.379,"Positive",1,0
0.316,0.784,81,"S006","S1",0.378,0.378,"Positive",2,0
0.267,1.779,82,"S006","S1",0.377,0.377,"Positive",3,0
0.3,0.306,83,"S006","S1",0.376,0.376,"Positive",4,0
0.267,1.031,84,"S006","S1",0.375,0.375,"Positive",5,0
0.333,2.568,85,"S006","S1",0.374,0.374,"Positive",6,0
0.383,1.238,86,"S006","S1",0.374,0.374,"Negative",7,0
0.283,2.643,87,"S006","S1",0.373,0.373,"Positive",0,1
0.317,0.205,88,"S006","S1",0.373,0.373,"Positive",1,0
0.35,1.106,89,"S006","S1",0.372,0.372,"Positive",2,0
0.35,1.559,90,"S006","S1",0.372,0.372,"Positive",3,0
0.316,3.313,91,"S006","S1",0.371,0.371,"Positive",4,0
0.283,1.203,92,"S006","S1",0.37,0.37,"Positive",5,0
0.383,0.859,93,"S006","S1",0.371,0.371,"Negative",6,0
0.3,2.577,94,"S006","S1",0.37,0.37,"Positive",0,1
0.3,2.275,95,"S006","S1",0.369,0.369,"Positive",1,0
0.35,1.998,96,"S006","S1",0.369,0.369,"Positive",2,0
0.383,0.235,97,"S006","S1",0.369,0.369,"Negative",3,0
0.3,3.393,98,"S006","S1",0.368,0.368,"Positive",0,1
0.317,2.275,99,"S006","S1",0.368,0.368,"Positive",1,0
0.333,3.341,100,"S006","S1",0.367,0.367,"Positive",2,0
0.35,0.917,101,"S006","S1",0.367,0.367,"Positive",3,0
0.3,1.419,102,"S006","S1",0.367,0.367,"Positive",4,0
0.317,3.01,103,"S006","S1",0.366,0.366,"Positive",5,0
0.3,0.582,104,"S006","S1",0.366,0.366,"Positive",6,0
0.283,1.709,105,"S006","S1",0.365,0.365,"Positive",7,0
0.3,3.316,106,"S006","S1",0.364,0.364,"Positive",8,0
0.3,1.825,107,"S006","S1",0.364,0.364,"Positive",9,0
0.333,1.678,108,"S006","S1",0.363,0.363,"Positive",10,0
0.35,2.405,109,"S006","S1",0.363,0.363,"Positive",11,0
0.3,3.443,110,"S006","S1",0.363,0.363,"Positive",12,0
0.333,2.723,111,"S006","S1",0.362,0.362,"Positive",13,0
0.4,0.333,112,"S006","S1",0.363,0.363,"Negative",14,0
0.3,0.497,113,"S006","S1",0.362,0.362,"Positive",0,1
0.317,2.319,114,"S006","S1",0.362,0.362,"Positive",1,0
0.3,2.002,115,"S006","S1",0.361,0.361,"Positive",2,0
0.3,1.047,116,"S006","S1",0.361,0.361,"Positive",3,0
0.317,3.453,117,"S006","S1",0.36,0.36,"Positive",4,0
0.35,2.657,118,"S006","S1",0.36,0.36,"Positive",5,0
0.467,2.546,119,"S006","S1",0.361,0.361,"Negative",6,0
0.283,2.991,120,"S006","S1",0.36,0.36,"Positive",0,1
0.4,1.864,1,"S006","S2",NA,0.4,"Positive",0,0
0.367,0.663,2,"S006","S2",0.384,0.384,"Positive",1,0
0.333,2.97,3,"S006","S2",0.367,0.367,"Positive",2,0
0.35,0.552,4,"S006","S2",0.363,0.363,"Positive",3,0
0.3,0.546,5,"S006","S2",0.35,0.35,"Positive",4,0
0.366,2.668,6,"S006","S2",0.353,0.353,"Negative",5,0
0.5,2.486,7,"S006","S2",0.374,0.374,"Negative",0,1
0.334,2.277,8,"S006","S2",0.369,0.369,"Positive",0,2
0.367,0.501,9,"S006","S2",0.369,0.369,"Positive",1,0
0.316,2.851,10,"S006","S2",0.363,0.363,"Positive",2,0
0.35,1.22,11,"S006","S2",0.362,0.362,"Positive",3,0
0.3,1.492,12,"S006","S2",0.357,0.357,"Positive",4,0
0.35,2.293,13,"S006","S2",0.356,0.356,"Positive",5,0
0.4,1.891,14,"S006","S2",0.36,0.36,"Negative",6,0
0.433,0.494,15,"S006","S2",0.364,0.364,"Negative",0,1
0.267,2.432,16,"S006","S2",0.358,0.358,"Positive",0,2
0.283,0.781,17,"S006","S2",0.354,0.354,"Positive",1,0
0.25,2.794,18,"S006","S2",0.348,0.348,"Positive",2,0
0.25,3.197,19,"S006","S2",0.343,0.343,"Positive",3,0
0.3,0.662,20,"S006","S2",0.341,0.341,"Positive",4,0
0.317,2.756,21,"S006","S2",0.34,0.34,"Positive",5,0
0.333,3.064,22,"S006","S2",0.339,0.339,"Positive",6,0
0.366,1.022,23,"S006","S2",0.341,0.341,"Negative",7,0
0.3,1.966,24,"S006","S2",0.339,0.339,"Positive",0,1
0.433,2.751,25,"S006","S2",0.343,0.343,"Negative",1,0
0.4,1.6,26,"S006","S2",0.345,0.345,"Negative",0,1
0.35,2.404,27,"S006","S2",0.345,0.345,"Negative",0,2
0.317,2.439,28,"S006","S2",0.344,0.344,"Positive",0,3
0.3,1.834,29,"S006","S2",0.343,0.343,"Positive",1,0
0.3,0.829,30,"S006","S2",0.341,0.341,"Positive",2,0
0.3,3.359,31,"S006","S2",0.34,0.34,"Positive",3,0
0.383,0.254,32,"S006","S2",0.341,0.341,"Negative",4,0
0.317,3.307,33,"S006","S2",0.34,0.34,"Positive",0,1
0.483,0.219,34,"S006","S2",0.345,0.345,"Negative",1,0
0.316,3.307,35,"S006","S2",0.344,0.344,"Positive",0,1
0.316,0.337,36,"S006","S2",0.343,0.343,"Positive",1,0
0.367,2.623,37,"S006","S2",0.344,0.344,"Negative",2,0
0.283,2.213,38,"S006","S2",0.342,0.342,"Positive",0,1
0.25,1.98,39,"S006","S2",0.34,0.34,"Positive",1,0
0.334,1.53,40,"S006","S2",0.34,0.34,"Positive",2,0
0.3,0.664,41,"S006","S2",0.339,0.339,"Positive",3,0
0.283,3.234,42,"S006","S2",0.337,0.337,"Positive",4,0
0.35,0.855,43,"S006","S2",0.338,0.338,"Negative",5,0
0.283,2.835,44,"S006","S2",0.336,0.336,"Positive",0,1
0.267,3.192,45,"S006","S2",0.335,0.335,"Positive",1,0
0.283,3.26,46,"S006","S2",0.334,0.334,"Positive",2,0
0.484,3.258,47,"S006","S2",0.337,0.337,"Negative",3,0
0.317,1.193,48,"S006","S2",0.336,0.336,"Positive",0,1
0.3,1.371,49,"S006","S2",0.336,0.336,"Positive",1,0
0.267,2.27,50,"S006","S2",0.334,0.334,"Positive",2,0
0.283,3.084,51,"S006","S2",0.333,0.333,"Positive",3,0
0.367,0.815,52,"S006","S2",0.334,0.334,"Negative",4,0
0.3,3.078,53,"S006","S2",0.333,0.333,"Positive",0,1
0.3,2.265,54,"S006","S2",0.333,0.333,"Positive",1,0
0.383,0.343,55,"S006","S2",0.334,0.334,"Negative",2,0
0.333,0.816,56,"S006","S2",0.334,0.334,"Positive",0,1
0.333,1.808,57,"S006","S2",0.334,0.334,"Positive",1,0
0.267,3.207,58,"S006","S2",0.332,0.332,"Positive",2,0
0.3,3.282,59,"S006","S2",0.332,0.332,"Positive",3,0
0.333,2.71,60,"S006","S2",0.332,0.332,"Negative",4,0
0.383,0.249,61,"S006","S2",0.333,0.333,"Negative",0,1
0.317,1.177,62,"S006","S2",0.333,0.333,"Positive",0,2
0.383,1.424,63,"S006","S2",0.333,0.333,"Negative",1,0
0.35,1.77,64,"S006","S2",0.334,0.334,"Negative",0,1
0.3,1.891,65,"S006","S2",0.333,0.333,"Positive",0,2
0.333,0.413,66,"S006","S2",0.333,0.333,"Positive",1,0
0.284,1.011,67,"S006","S2",0.332,0.332,"Positive",2,0
0.267,3.202,68,"S006","S2",0.331,0.331,"Positive",3,0
0.317,1.399,69,"S006","S2",0.331,0.331,"Positive",4,0
0.317,1.104,70,"S006","S2",0.331,0.331,"Positive",5,0
0.267,3.389,71,"S006","S2",0.33,0.33,"Positive",6,0
0.3,1.536,72,"S006","S2",0.33,0.33,"Positive",7,0
0.283,2.544,73,"S006","S2",0.329,0.329,"Positive",8,0
